datetime,purpose_id,units,reading,upload_timestamp
1488586920.0,32,kW,0.153483333,1488587007.6978106
1488586860.0,32,kW,0.154533333,1488587007.6978106
1488586920.0,35,kW,0.27415,1488587007.6978106
1488586860.0,35,kW,0.274216667,1488587007.6978106
1488586920.0,33,kW,0.6227,1488587007.6978106
1488586860.0,33,kW,0.622966667,1488587007.6978106
1488586920.0,31,kW,0.620983333,1488587007.6978106
1488586860.0,31,kW,0.621266667,1488587007.6978106
1488586920.0,36,kW,0.00115,1488587007.6978106
1488586860.0,36,kW,0.001133333,1488587007.6978106
1488586920.0,34,kW,0.19335,1488587007.6978106
1488586860.0,34,kW,0.192516667,1488587007.6978106
1488586920.0,37,kW,0.000566667,1488587007.6978106
1488586860.0,37,kW,0.000566667,1488587007.6978106
