datetime,purpose_id,units,reading,upload_timestamp
1488586680.0,34,kW,0.173916667,1488586768.7335699
1488586620.0,34,kW,0.024633333,1488586768.7335699
1488586560.0,34,kW,-0.0007,1488586768.7335699
1488586500.0,34,kW,-0.000583333,1488586768.7335699
1488586440.0,34,kW,-0.000566667,1488586768.7335699
1488586380.0,34,kW,-0.000566667,1488586768.7335699
1488586320.0,34,kW,-0.000566667,1488586768.7335699
1488586260.0,34,kW,-0.000566667,1488586768.7335699
1488586200.0,34,kW,-0.000566667,1488586768.7335699
1488586140.0,34,kW,-0.00055,1488586768.7335699
1488586080.0,34,kW,-0.000566667,1488586768.7335699
1488586020.0,34,kW,-0.000566667,1488586768.7335699
1488585960.0,34,kW,-0.000583333,1488586768.7335699
1488585900.0,34,kW,-6.6667e-05,1488586768.7335699
1488585840.0,34,kW,0.000116667,1488586768.7335699
1488585780.0,34,kW,0.000116667,1488586768.7335699
1488585720.0,34,kW,0.0001,1488586768.7335699
1488585660.0,34,kW,0.000116667,1488586768.7335699
1488585600.0,34,kW,0.0001,1488586768.7335699
1488585540.0,34,kW,0.0001,1488586768.7335699
1488585480.0,34,kW,0.000116667,1488586768.7335699
1488585420.0,34,kW,0.000116667,1488586768.7335699
1488585360.0,34,kW,0.000116667,1488586768.7335699
1488585300.0,34,kW,0.000116667,1488586768.7335699
1488585240.0,34,kW,0.000116667,1488586768.7335699
1488585180.0,34,kW,0.000116667,1488586768.7335699
1488585120.0,34,kW,0.000116667,1488586768.7335699
1488585060.0,34,kW,0.000116667,1488586768.7335699
1488585000.0,34,kW,0.000133333,1488586768.7335699
1488584940.0,34,kW,0.000133333,1488586768.7335699
1488584880.0,34,kW,0.000116667,1488586768.7335699
1488584820.0,34,kW,0.000116667,1488586768.7335699
1488584760.0,34,kW,5e-05,1488586768.7335699
1488584700.0,34,kW,-0.0,1488586768.7335699
1488584640.0,34,kW,-0.0,1488586768.7335699
1488584580.0,34,kW,-0.0,1488586768.7335699
1488584520.0,34,kW,-0.0,1488586768.7335699
1488584460.0,34,kW,-0.0,1488586768.7335699
1488584400.0,34,kW,-0.0,1488586768.7335699
1488584340.0,34,kW,-1.6667e-05,1488586768.7335699
1488584280.0,34,kW,-0.0,1488586768.7335699
1488584220.0,34,kW,-1.6667e-05,1488586768.7335699
1488584160.0,34,kW,-0.0,1488586768.7335699
1488584100.0,34,kW,-0.0,1488586768.7335699
1488584040.0,34,kW,-1.6667e-05,1488586768.7335699
1488583980.0,34,kW,-1.6667e-05,1488586768.7335699
1488583920.0,34,kW,-5e-05,1488586768.7335699
1488583860.0,34,kW,-3.3333e-05,1488586768.7335699
1488583800.0,34,kW,-5e-05,1488586768.7335699
1488583740.0,34,kW,-5e-05,1488586768.7335699
1488583680.0,34,kW,-3.3333e-05,1488586768.7335699
1488583620.0,34,kW,-5e-05,1488586768.7335699
1488583560.0,34,kW,-5e-05,1488586768.7335699
1488583500.0,34,kW,-5e-05,1488586768.7335699
1488583440.0,34,kW,-3.3333e-05,1488586768.7335699
1488583380.0,34,kW,-5e-05,1488586768.7335699
1488583320.0,34,kW,-5e-05,1488586768.7335699
1488583260.0,34,kW,-5e-05,1488586768.7335699
1488583200.0,34,kW,-5e-05,1488586768.7335699
1488583140.0,34,kW,-5e-05,1488586768.7335699
1488583080.0,34,kW,-6.6667e-05,1488586768.7335699
1488583020.0,34,kW,-6.6667e-05,1488586768.7335699
1488582960.0,34,kW,-6.6667e-05,1488586768.7335699
1488582900.0,34,kW,-6.6667e-05,1488586768.7335699
1488582840.0,34,kW,-6.6667e-05,1488586768.7335699
1488582780.0,34,kW,-8.3333e-05,1488586768.7335699
1488582720.0,34,kW,-0.0001,1488586768.7335699
1488582660.0,34,kW,-6.6667e-05,1488586768.7335699
1488582600.0,34,kW,-8.3333e-05,1488586768.7335699
1488582540.0,34,kW,-3.3333e-05,1488586768.7335699
1488582480.0,34,kW,-3.3333e-05,1488586768.7335699
1488582420.0,34,kW,-1.6667e-05,1488586768.7335699
1488582360.0,34,kW,0.000133333,1488586768.7335699
1488582300.0,34,kW,0.000133333,1488586768.7335699
1488582240.0,34,kW,0.00015,1488586768.7335699
1488582180.0,34,kW,0.000133333,1488586768.7335699
1488582120.0,34,kW,0.00015,1488586768.7335699
1488582060.0,34,kW,0.000133333,1488586768.7335699
1488582000.0,34,kW,0.000133333,1488586768.7335699
1488581940.0,34,kW,0.000133333,1488586768.7335699
1488581880.0,34,kW,0.00015,1488586768.7335699
1488581820.0,34,kW,0.000116667,1488586768.7335699
1488581760.0,34,kW,0.000133333,1488586768.7335699
1488581700.0,34,kW,0.000133333,1488586768.7335699
1488581640.0,34,kW,0.00015,1488586768.7335699
1488581580.0,34,kW,0.000133333,1488586768.7335699
1488581520.0,34,kW,0.000133333,1488586768.7335699
1488581460.0,34,kW,0.00015,1488586768.7335699
1488581400.0,34,kW,0.000133333,1488586768.7335699
1488581340.0,34,kW,0.00015,1488586768.7335699
1488581280.0,34,kW,0.00015,1488586768.7335699
1488581220.0,34,kW,0.00015,1488586768.7335699
1488581160.0,34,kW,0.000183333,1488586768.7335699
1488581100.0,34,kW,0.000166667,1488586768.7335699
1488581040.0,34,kW,0.00015,1488586768.7335699
1488580980.0,34,kW,0.000183333,1488586768.7335699
1488580920.0,34,kW,0.000333333,1488586768.7335699
1488580860.0,34,kW,0.000333333,1488586768.7335699
1488580800.0,34,kW,8.3333e-05,1488586768.7335699
1488580740.0,34,kW,-0.000483333,1488586768.7335699
1488580680.0,34,kW,-0.0005,1488586768.7335699
1488580620.0,34,kW,-0.000483333,1488586768.7335699
1488580560.0,34,kW,-0.000533333,1488586768.7335699
1488580500.0,34,kW,-0.0005,1488586768.7335699
1488580440.0,34,kW,-0.000483333,1488586768.7335699
1488580380.0,34,kW,-0.000483333,1488586768.7335699
1488580320.0,34,kW,-0.000516667,1488586768.7335699
1488580260.0,34,kW,-0.0005,1488586768.7335699
1488580200.0,34,kW,-0.000516667,1488586768.7335699
1488580140.0,34,kW,-0.0005,1488586768.7335699
1488580080.0,34,kW,-0.000533333,1488586768.7335699
1488580020.0,34,kW,-0.0005,1488586768.7335699
1488579960.0,34,kW,-0.000466667,1488586768.7335699
1488579900.0,34,kW,-0.000483333,1488586768.7335699
1488579840.0,34,kW,-0.0005,1488586768.7335699
1488579780.0,34,kW,-0.000466667,1488586768.7335699
1488579720.0,34,kW,-0.0005,1488586768.7335699
1488579660.0,34,kW,-0.000483333,1488586768.7335699
1488579600.0,34,kW,-0.0005,1488586768.7335699
1488579540.0,34,kW,-0.000516667,1488586768.7335699
1488579480.0,34,kW,-0.000483333,1488586768.7335699
1488579420.0,34,kW,-0.0005,1488586768.7335699
1488579360.0,34,kW,-0.0005,1488586768.7335699
1488579300.0,34,kW,-0.000533333,1488586768.7335699
1488579240.0,34,kW,-0.000533333,1488586768.7335699
1488579180.0,34,kW,-0.000516667,1488586768.7335699
1488579120.0,34,kW,-0.000533333,1488586768.7335699
1488579060.0,34,kW,-0.000533333,1488586768.7335699
1488579000.0,34,kW,-0.0005,1488586768.7335699
1488578940.0,34,kW,-0.000533333,1488586768.7335699
1488578880.0,34,kW,-0.000583333,1488586768.7335699
1488578820.0,34,kW,-0.00055,1488586768.7335699
1488578760.0,34,kW,-0.00055,1488586768.7335699
1488578700.0,34,kW,-0.000533333,1488586768.7335699
1488578640.0,34,kW,-0.000483333,1488586768.7335699
1488578580.0,34,kW,-0.000516667,1488586768.7335699
1488578520.0,34,kW,-0.000466667,1488586768.7335699
1488578460.0,34,kW,-0.000283333,1488586768.7335699
1488578400.0,34,kW,-0.000283333,1488586768.7335699
1488578340.0,34,kW,-0.0003,1488586768.7335699
1488578280.0,34,kW,-0.000283333,1488586768.7335699
1488578220.0,34,kW,-0.000283333,1488586768.7335699
1488578160.0,34,kW,-0.000283333,1488586768.7335699
1488578100.0,34,kW,-0.000316667,1488586768.7335699
1488578040.0,34,kW,-0.0003,1488586768.7335699
1488577980.0,34,kW,-0.000316667,1488586768.7335699
1488577920.0,34,kW,-0.000283333,1488586768.7335699
1488577860.0,34,kW,-0.000316667,1488586768.7335699
1488577800.0,34,kW,-0.000283333,1488586768.7335699
1488577740.0,34,kW,-0.000316667,1488586768.7335699
