datetime,purpose_id,units,reading,upload_timestamp
1490751900.0,33,kW,0.165033333,1490752022.8379986
1490751840.0,33,kW,0.16645,1490752022.8379986
1490751780.0,33,kW,0.1688,1490752022.8379986
1490751720.0,33,kW,0.170166667,1490752022.8379986
1490751660.0,33,kW,0.18715,1490752022.8379986
1490751600.0,33,kW,0.068583333,1490752022.8379986
1490751540.0,33,kW,0.068533333,1490752022.8379986
1490751480.0,33,kW,0.068666667,1490752022.8379986
1490751420.0,33,kW,0.068516667,1490752022.8379986
1490751360.0,33,kW,0.068533333,1490752022.8379986
1490751300.0,33,kW,0.06855,1490752022.8379986
1490751240.0,33,kW,0.06845,1490752022.8379986
1490751180.0,33,kW,0.083116667,1490752022.8379986
1490751120.0,33,kW,0.1625,1490752022.8379986
1490751060.0,33,kW,0.163116667,1490752022.8379986
1490751000.0,33,kW,0.163516667,1490752022.8379986
1490750940.0,33,kW,0.163966667,1490752022.8379986
1490750880.0,33,kW,0.164683333,1490752022.8379986
1490750820.0,33,kW,0.16575,1490752022.8379986
1490750760.0,33,kW,0.167783333,1490752022.8379986
1490750700.0,33,kW,0.170066667,1490752022.8379986
1490750640.0,33,kW,0.179283333,1490752022.8379986
1490750580.0,33,kW,0.12205,1490752022.8379986
1490751900.0,36,kW,0.001116667,1490752022.8379986
1490751840.0,36,kW,0.001116667,1490752022.8379986
1490751780.0,36,kW,0.001116667,1490752022.8379986
1490751720.0,36,kW,0.0011,1490752022.8379986
1490751660.0,36,kW,0.001116667,1490752022.8379986
1490751600.0,36,kW,0.00115,1490752022.8379986
1490751540.0,36,kW,0.001133333,1490752022.8379986
1490751480.0,36,kW,0.001133333,1490752022.8379986
1490751420.0,36,kW,0.001133333,1490752022.8379986
1490751360.0,36,kW,0.001133333,1490752022.8379986
1490751300.0,36,kW,0.00115,1490752022.8379986
1490751240.0,36,kW,0.001133333,1490752022.8379986
1490751180.0,36,kW,0.001133333,1490752022.8379986
1490751120.0,36,kW,0.001116667,1490752022.8379986
1490751060.0,36,kW,0.001116667,1490752022.8379986
1490751000.0,36,kW,0.0011,1490752022.8379986
1490750940.0,36,kW,0.001116667,1490752022.8379986
1490750880.0,36,kW,0.001116667,1490752022.8379986
1490750820.0,36,kW,0.001133333,1490752022.8379986
1490750760.0,36,kW,0.001116667,1490752022.8379986
1490750700.0,36,kW,0.0011,1490752022.8379986
1490750640.0,36,kW,0.001116667,1490752022.8379986
1490750580.0,36,kW,0.001133333,1490752022.8379986
1490751900.0,35,kW,0.000116667,1490752022.8379986
1490751840.0,35,kW,0.000133333,1490752022.8379986
1490751780.0,35,kW,0.000116667,1490752022.8379986
1490751720.0,35,kW,0.000133333,1490752022.8379986
1490751660.0,35,kW,0.000133333,1490752022.8379986
1490751600.0,35,kW,0.0001,1490752022.8379986
1490751540.0,35,kW,0.000116667,1490752022.8379986
1490751480.0,35,kW,0.0001,1490752022.8379986
1490751420.0,35,kW,0.000116667,1490752022.8379986
1490751360.0,35,kW,8.3333e-05,1490752022.8379986
1490751300.0,35,kW,0.000116667,1490752022.8379986
1490751240.0,35,kW,0.0001,1490752022.8379986
1490751180.0,35,kW,0.0001,1490752022.8379986
1490751120.0,35,kW,0.000116667,1490752022.8379986
1490751060.0,35,kW,0.000133333,1490752022.8379986
1490751000.0,35,kW,0.000116667,1490752022.8379986
1490750940.0,35,kW,0.000116667,1490752022.8379986
1490750880.0,35,kW,0.000133333,1490752022.8379986
1490750820.0,35,kW,0.000133333,1490752022.8379986
1490750760.0,35,kW,0.000116667,1490752022.8379986
1490750700.0,35,kW,0.000133333,1490752022.8379986
1490750640.0,35,kW,0.000133333,1490752022.8379986
1490750580.0,35,kW,0.000116667,1490752022.8379986
1490751900.0,37,kW,0.000183333,1490752022.8379986
1490751840.0,37,kW,0.000166667,1490752022.8379986
1490751780.0,37,kW,0.000183333,1490752022.8379986
1490751720.0,37,kW,0.000166667,1490752022.8379986
1490751660.0,37,kW,0.000166667,1490752022.8379986
1490751600.0,37,kW,0.000216667,1490752022.8379986
1490751540.0,37,kW,0.000216667,1490752022.8379986
1490751480.0,37,kW,0.000216667,1490752022.8379986
1490751420.0,37,kW,0.000216667,1490752022.8379986
1490751360.0,37,kW,0.000216667,1490752022.8379986
1490751300.0,37,kW,0.000216667,1490752022.8379986
1490751240.0,37,kW,0.000216667,1490752022.8379986
1490751180.0,37,kW,0.0002,1490752022.8379986
1490751120.0,37,kW,0.000183333,1490752022.8379986
1490751060.0,37,kW,0.000183333,1490752022.8379986
1490751000.0,37,kW,0.000166667,1490752022.8379986
1490750940.0,37,kW,0.000183333,1490752022.8379986
1490750880.0,37,kW,0.000183333,1490752022.8379986
1490750820.0,37,kW,0.000166667,1490752022.8379986
1490750760.0,37,kW,0.000183333,1490752022.8379986
1490750700.0,37,kW,0.000183333,1490752022.8379986
1490750640.0,37,kW,0.000166667,1490752022.8379986
1490750580.0,37,kW,0.000183333,1490752022.8379986
1490751900.0,34,kW,-0.0003,1490752022.8379986
1490751840.0,34,kW,-0.000283333,1490752022.8379986
1490751780.0,34,kW,-0.000316667,1490752022.8379986
1490751720.0,34,kW,-0.000316667,1490752022.8379986
1490751660.0,34,kW,-0.00035,1490752022.8379986
1490751600.0,34,kW,-0.00015,1490752022.8379986
1490751540.0,34,kW,-0.00015,1490752022.8379986
1490751480.0,34,kW,-0.00015,1490752022.8379986
1490751420.0,34,kW,-0.00015,1490752022.8379986
1490751360.0,34,kW,-0.00015,1490752022.8379986
1490751300.0,34,kW,-0.00015,1490752022.8379986
1490751240.0,34,kW,-0.000166667,1490752022.8379986
1490751180.0,34,kW,-0.000166667,1490752022.8379986
1490751120.0,34,kW,-0.0003,1490752022.8379986
1490751060.0,34,kW,-0.0003,1490752022.8379986
1490751000.0,34,kW,-0.0003,1490752022.8379986
1490750940.0,34,kW,-0.000283333,1490752022.8379986
1490750880.0,34,kW,-0.0003,1490752022.8379986
1490750820.0,34,kW,-0.0003,1490752022.8379986
1490750760.0,34,kW,-0.0003,1490752022.8379986
1490750700.0,34,kW,-0.000316667,1490752022.8379986
1490750640.0,34,kW,-0.000333333,1490752022.8379986
1490750580.0,34,kW,-0.00025,1490752022.8379986
1490751900.0,31,kW,0.163733333,1490752022.8379986
1490751840.0,31,kW,0.165166667,1490752022.8379986
1490751780.0,31,kW,0.1675,1490752022.8379986
1490751720.0,31,kW,0.1689,1490752022.8379986
1490751660.0,31,kW,0.185866667,1490752022.8379986
1490751600.0,31,kW,0.067216667,1490752022.8379986
1490751540.0,31,kW,0.067183333,1490752022.8379986
1490751480.0,31,kW,0.067316667,1490752022.8379986
1490751420.0,31,kW,0.067166667,1490752022.8379986
1490751360.0,31,kW,0.067183333,1490752022.8379986
1490751300.0,31,kW,0.067183333,1490752022.8379986
