datetime,purpose_id,units,reading,upload_timestamp
1490753280.0,32,kW,0.073,1490753410.35062
1490753220.0,32,kW,0.16105,1490753410.35062
1490753280.0,33,kW,0.074316667,1490753410.35062
1490753220.0,33,kW,0.162183333,1490753410.35062
1490753280.0,35,kW,0.000116667,1490753410.35062
1490753220.0,35,kW,0.000116667,1490753410.35062
1490753280.0,34,kW,-0.00015,1490753410.35062
1490753220.0,34,kW,-0.0003,1490753410.35062
1490753280.0,37,kW,0.0002,1490753410.35062
1490753220.0,37,kW,0.000183333,1490753410.35062
1490753280.0,36,kW,0.00115,1490753410.35062
1490753220.0,36,kW,0.001133333,1490753410.35062
1490753280.0,31,kW,0.072966667,1490753410.35062
1490753220.0,31,kW,0.160866667,1490753410.35062
