datetime,purpose_id,units,reading,upload_timestamp
1490753160.0,33,kW,0.162816667,1490753311.790936
1490753100.0,33,kW,0.16305,1490753311.790936
1490753040.0,33,kW,0.163583333,1490753311.790936
1490752980.0,33,kW,0.1646,1490753311.790936
1490752920.0,33,kW,0.166016667,1490753311.790936
1490752860.0,33,kW,0.167983333,1490753311.790936
1490752800.0,33,kW,0.169866667,1490753311.790936
1490752740.0,33,kW,0.177783333,1490753311.790936
1490752680.0,33,kW,0.132333333,1490753311.790936
1490752620.0,33,kW,0.0685,1490753311.790936
1490752560.0,33,kW,0.068566667,1490753311.790936
1490752500.0,33,kW,0.0685,1490753311.790936
1490752440.0,33,kW,0.068533333,1490753311.790936
1490752380.0,33,kW,0.0685,1490753311.790936
1490752320.0,33,kW,0.06855,1490753311.790936
1490752260.0,33,kW,0.068883333,1490753311.790936
1490752200.0,33,kW,0.1257,1490753311.790936
1490752140.0,33,kW,0.1625,1490753311.790936
1490752080.0,33,kW,0.163066667,1490753311.790936
1490752020.0,33,kW,0.163566667,1490753311.790936
1490751960.0,33,kW,0.16415,1490753311.790936
1490753160.0,32,kW,0.161733333,1490753311.790936
1490753100.0,32,kW,0.161916667,1490753311.790936
1490753040.0,32,kW,0.162483333,1490753311.790936
1490752980.0,32,kW,0.163466667,1490753311.790936
1490752920.0,32,kW,0.1649,1490753311.790936
1490752860.0,32,kW,0.16685,1490753311.790936
1490752800.0,32,kW,0.168766667,1490753311.790936
1490752740.0,32,kW,0.176683333,1490753311.790936
1490752680.0,32,kW,0.131166667,1490753311.790936
1490752620.0,32,kW,0.0672,1490753311.790936
1490752560.0,32,kW,0.06725,1490753311.790936
1490752500.0,32,kW,0.0672,1490753311.790936
1490752440.0,32,kW,0.067216667,1490753311.790936
1490752380.0,32,kW,0.067166667,1490753311.790936
1490752320.0,32,kW,0.067216667,1490753311.790936
1490752260.0,32,kW,0.067583333,1490753311.790936
1490752200.0,32,kW,0.1245,1490753311.790936
1490752140.0,32,kW,0.161383333,1490753311.790936
1490752080.0,32,kW,0.16195,1490753311.790936
1490752020.0,32,kW,0.162433333,1490753311.790936
1490751960.0,32,kW,0.16305,1490753311.790936
1490753160.0,31,kW,0.16155,1490753311.790936
1490753100.0,31,kW,0.16175,1490753311.790936
1490753040.0,31,kW,0.1623,1490753311.790936
1490752980.0,31,kW,0.1633,1490753311.790936
1490752920.0,31,kW,0.164716667,1490753311.790936
1490752860.0,31,kW,0.1667,1490753311.790936
1490752800.0,31,kW,0.168583333,1490753311.790936
1490752740.0,31,kW,0.1765,1490753311.790936
1490752680.0,31,kW,0.131016667,1490753311.790936
1490752620.0,31,kW,0.06715,1490753311.790936
1490752560.0,31,kW,0.067216667,1490753311.790936
1490752500.0,31,kW,0.06715,1490753311.790936
1490752440.0,31,kW,0.067166667,1490753311.790936
1490752380.0,31,kW,0.067133333,1490753311.790936
1490752320.0,31,kW,0.067166667,1490753311.790936
1490752260.0,31,kW,0.067533333,1490753311.790936
1490752200.0,31,kW,0.124383333,1490753311.790936
1490752140.0,31,kW,0.161216667,1490753311.790936
1490752080.0,31,kW,0.161783333,1490753311.790936
1490752020.0,31,kW,0.162266667,1490753311.790936
1490751960.0,31,kW,0.162866667,1490753311.790936
1490753160.0,34,kW,-0.0003,1490753311.790936
1490753100.0,34,kW,-0.000283333,1490753311.790936
1490753040.0,34,kW,-0.0003,1490753311.790936
1490752980.0,34,kW,-0.0003,1490753311.790936
1490752920.0,34,kW,-0.0003,1490753311.790936
1490752860.0,34,kW,-0.000283333,1490753311.790936
1490752800.0,34,kW,-0.000316667,1490753311.790936
1490752740.0,34,kW,-0.000316667,1490753311.790936
1490752680.0,34,kW,-0.000266667,1490753311.790936
1490752620.0,34,kW,-0.00015,1490753311.790936
1490752560.0,34,kW,-0.00015,1490753311.790936
1490752500.0,34,kW,-0.00015,1490753311.790936
1490752440.0,34,kW,-0.00015,1490753311.790936
1490752380.0,34,kW,-0.00015,1490753311.790936
1490752320.0,34,kW,-0.00015,1490753311.790936
1490752260.0,34,kW,-0.00015,1490753311.790936
1490752200.0,34,kW,-0.000233333,1490753311.790936
1490752140.0,34,kW,-0.0003,1490753311.790936
1490752080.0,34,kW,-0.000283333,1490753311.790936
1490752020.0,34,kW,-0.0003,1490753311.790936
1490751960.0,34,kW,-0.000316667,1490753311.790936
1490753160.0,35,kW,0.000116667,1490753311.790936
1490753100.0,35,kW,0.000116667,1490753311.790936
1490753040.0,35,kW,0.000116667,1490753311.790936
1490752980.0,35,kW,0.000133333,1490753311.790936
1490752920.0,35,kW,0.000116667,1490753311.790936
1490752860.0,35,kW,0.000133333,1490753311.790936
1490752800.0,35,kW,0.000133333,1490753311.790936
1490752740.0,35,kW,0.000133333,1490753311.790936
1490752680.0,35,kW,0.000116667,1490753311.790936
1490752620.0,35,kW,0.0001,1490753311.790936
1490752560.0,35,kW,0.000116667,1490753311.790936
1490752500.0,35,kW,0.0001,1490753311.790936
1490752440.0,35,kW,0.0001,1490753311.790936
1490752380.0,35,kW,0.000116667,1490753311.790936
1490752320.0,35,kW,0.0001,1490753311.790936
1490752260.0,35,kW,0.0001,1490753311.790936
1490752200.0,35,kW,0.000116667,1490753311.790936
1490752140.0,35,kW,0.000133333,1490753311.790936
1490752080.0,35,kW,0.000116667,1490753311.790936
1490752020.0,35,kW,0.000133333,1490753311.790936
1490751960.0,35,kW,0.000133333,1490753311.790936
1490753160.0,36,kW,0.001083333,1490753311.790936
1490753100.0,36,kW,0.001133333,1490753311.790936
1490753040.0,36,kW,0.0011,1490753311.790936
1490752980.0,36,kW,0.001133333,1490753311.790936
1490752920.0,36,kW,0.001116667,1490753311.790936
1490752860.0,36,kW,0.001116667,1490753311.790936
1490752800.0,36,kW,0.001116667,1490753311.790936
1490752740.0,36,kW,0.0011,1490753311.790936
1490752680.0,36,kW,0.001133333,1490753311.790936
1490752620.0,36,kW,0.001133333,1490753311.790936
1490752560.0,36,kW,0.001133333,1490753311.790936
1490752500.0,36,kW,0.001133333,1490753311.790936
1490752440.0,36,kW,0.001133333,1490753311.790936
1490752380.0,36,kW,0.001166667,1490753311.790936
1490752320.0,36,kW,0.00115,1490753311.790936
1490752260.0,36,kW,0.001133333,1490753311.790936
1490752200.0,36,kW,0.001133333,1490753311.790936
1490752140.0,36,kW,0.0011,1490753311.790936
1490752080.0,36,kW,0.001116667,1490753311.790936
1490752020.0,36,kW,0.001116667,1490753311.790936
