datetime,purpose_id,units,reading,upload_timestamp
1488587040.0,35,kW,0.27425,1488587556.213702
1488586980.0,35,kW,0.274183333,1488587556.213702
1488587040.0,34,kW,0.196066667,1488587556.213702
1488586980.0,34,kW,0.194866667,1488587556.213702
1488587040.0,37,kW,0.000566667,1488587556.213702
1488586980.0,37,kW,0.000583333,1488587556.213702
1488587040.0,33,kW,0.623883333,1488587556.213702
1488586980.0,33,kW,0.623233333,1488587556.213702
1488587040.0,36,kW,0.001166667,1488587556.213702
1488586980.0,36,kW,0.00115,1488587556.213702
1488587040.0,32,kW,0.151833333,1488587556.213702
1488586980.0,32,kW,0.15245,1488587556.213702
1488587040.0,31,kW,0.62215,1488587556.213702
1488586980.0,31,kW,0.6215,1488587556.213702
