sensor_id,datetime,value
2,1488448800.0,0.1
2,1488449100.0,0.0
2,1488449400.0,0.0
2,1488449700.0,10.2
2,1488450000.0,14.0
2,1488450300.0,13.5
2,1488450600.0,12.9
2,1488450900.0,0.0
2,1488451200.0,0.1
2,1488451500.0,9.9
2,1488451800.0,14.1
2,1488452100.0,14.0
2,1488452400.0,13.8
2,1488452700.0,0.0
2,1488453000.0,7.7
2,1488453300.0,0.0
2,1488453600.0,10.0
2,1488453900.0,14.3
2,1488454200.0,0.5
2,1488454500.0,1.9
2,1488454800.0,0.0
2,1488455100.0,13.4
2,1488455400.0,13.5
2,1488455700.0,0.0
2,1488456000.0,6.8
2,1488456300.0,8.8
2,1488456600.0,6.7
2,1488456900.0,0.0
2,1488457200.0,13.6
2,1488457500.0,0.0
2,1488457800.0,5.4
2,1488458100.0,3.0
2,1488458400.0,0.0
2,1488458700.0,11.9
2,1488459000.0,2.5
2,1488459300.0,11.3
2,1488459600.0,1.5
2,1488459900.0,1.1
2,1488460200.0,11.3
2,1488460500.0,1.1
2,1488460800.0,0.0
2,1488461100.0,1.2
2,1488461400.0,0.0
2,1488461700.0,3.4
2,1488462000.0,10.5
2,1488462300.0,0.0
2,1488462600.0,6.3
2,1488462900.0,3.3
2,1488463200.0,0.0
2,1488463500.0,0.7
2,1488463800.0,2.2
2,1488464100.0,3.6
2,1488464400.0,6.9
2,1488464700.0,4.6
2,1488465000.0,0.0
2,1488465300.0,0.0
2,1488465600.0,10.9
2,1488465900.0,1.8
2,1488466200.0,0.0
2,1488466500.0,14.3
2,1488466800.0,2.1
2,1488467100.0,11.6
2,1488467400.0,0.0
2,1488467700.0,2.6
2,1488468000.0,13.9
2,1488468300.0,0.0
2,1488468600.0,2.1
2,1488468900.0,3.4
2,1488469200.0,8.0
2,1488469500.0,10.8
2,1488469800.0,14.0
2,1488470100.0,0.0
2,1488470400.0,0.0
2,1488470700.0,0.0
2,1488471000.0,0.0
2,1488471300.0,0.0
2,1488471600.0,0.9
2,1488471900.0,0.0
2,1488472200.0,6.7
2,1488472500.0,12.7
2,1488472800.0,8.9
2,1488473100.0,0.0
2,1488473400.0,0.0
2,1488473700.0,0.0
2,1488474000.0,18.6
2,1488474300.0,4.2
2,1488474600.0,20.6
2,1488474900.0,22.4
2,1488475200.0,16.4
2,1488475500.0,30.1
2,1488475800.0,102.3
2,1488476100.0,90.9
2,1488476400.0,93.8
2,1488476700.0,91.7
2,1488477000.0,99.9
2,1488477300.0,84.4
2,1488477600.0,97.0
2,1488477900.0,97.7
2,1488478200.0,120.2
2,1488478500.0,82.0
2,1488478800.0,121.2
2,1488479100.0,116.7
2,1488479400.0,110.5
2,1488479700.0,126.9
2,1488480000.0,135.5
2,1488480300.0,137.9
2,1488480600.0,127.4
2,1488480900.0,121.9
2,1488481200.0,110.2
2,1488481500.0,159.1
2,1488481800.0,143.8
2,1488482100.0,156.7
2,1488482400.0,120.2
2,1488482700.0,102.2
2,1488483000.0,118.8
2,1488483300.0,101.7
