node,sensor,unit,timestamp,value
frog-1,light,lux,1488422100.0,32.7
frog-1,light,lux,1488422400.0,23.7
frog-1,light,lux,1488422700.0,28.2
frog-1,light,lux,1488423000.0,33.9
frog-1,light,lux,1488423300.0,26.1
frog-1,light,lux,1488423600.0,23.2
frog-1,light,lux,1488423900.0,36.0
frog-1,light,lux,1488424200.0,20.4
frog-1,light,lux,1488424500.0,17.0
frog-1,light,lux,1488424800.0,19.0
frog-1,light,lux,1488425100.0,4.8
frog-1,light,lux,1488425400.0,10.7
frog-1,light,lux,1488425700.0,9.5
frog-1,light,lux,1488426000.0,26.4
frog-1,light,lux,1488426300.0,40.7
frog-1,light,lux,1488426600.0,23.2
frog-1,light,lux,1488426900.0,27.3
frog-1,light,lux,1488427200.0,26.8
frog-1,light,lux,1488427500.0,7.1
frog-1,light,lux,1488427800.0,2.2
frog-1,light,lux,1488428100.0,6.1
frog-1,light,lux,1488428400.0,17.2
frog-1,light,lux,1488428700.0,9.3
frog-1,light,lux,1488429000.0,14.6
frog-1,light,lux,1488429300.0,15.2
frog-1,light,lux,1488429600.0,0.0
frog-1,light,lux,1488429900.0,0.0
frog-1,light,lux,1488430200.0,1.3
frog-1,light,lux,1488430500.0,14.1
frog-1,light,lux,1488430800.0,7.8
frog-1,light,lux,1488431100.0,14.6
frog-1,light,lux,1488431400.0,0.9
frog-1,light,lux,1488431700.0,14.3
frog-1,light,lux,1488432000.0,11.6
frog-1,light,lux,1488432300.0,0.0
frog-1,light,lux,1488432600.0,14.3
frog-1,light,lux,1488432900.0,13.1
frog-1,light,lux,1488433200.0,3.0
frog-1,light,lux,1488433500.0,0.0
frog-1,light,lux,1488433800.0,12.2
frog-1,light,lux,1488434100.0,14.3
